Time,Millis,Round,Trial,TargetID,TargetTotal,Radius,Session,LinearUp,AlertTone,Blind
13032018T070405,63656521445800,3,8,target1,9,0.85,4,False,False,False
13032018T070405,63656521445823,4,-1,-1,9,0.85,4,False,False,False
13032018T070406,63656521446486,4,0,target8,9,0.85,4,False,False,False
13032018T070407,63656521447046,4,1,target4,9,0.85,4,False,False,False
13032018T070407,63656521447570,4,2,target3,9,0.85,4,False,False,False
13032018T070408,63656521448105,4,3,target1,9,0.85,4,False,False,False
13032018T070409,63656521449208,4,4,target7,9,0.85,4,False,False,False
13032018T070409,63656521449844,4,5,target5,9,0.85,4,False,False,False
13032018T070410,63656521450472,4,6,target0,9,0.85,4,False,False,False
13032018T070411,63656521451062,4,7,target2,9,0.85,4,False,False,False
13032018T070411,63656521451745,4,8,target6,9,0.85,4,False,False,False
13032018T070411,63656521451769,5,-1,-1,9,0.85,4,False,False,False
13032018T070412,63656521452325,5,0,target5,9,0.85,4,False,False,False
13032018T070412,63656521452973,5,1,target1,9,0.85,4,False,False,False
13032018T070413,63656521453609,5,2,target8,9,0.85,4,False,False,False
13032018T070414,63656521454291,5,3,target2,9,0.85,4,False,False,False
13032018T070414,63656521454839,5,4,target3,9,0.85,4,False,False,False
13032018T070415,63656521455470,5,5,target0,9,0.85,4,False,False,False
13032018T070416,63656521456111,5,6,target7,9,0.85,4,False,False,False
13032018T070416,63656521456829,5,7,target4,9,0.85,4,False,False,False
13032018T070417,63656521457931,5,8,target6,9,0.85,4,False,False,False
