Time,Millis,Round,Trial,TargetID,TargetTotal,Radius,Session,LinearUp,AlertTone,Blind
26032018T194503,63657690303456,5,2,target1,9,0.85,3,False,False,False
26032018T194504,63657690304192,5,3,target3,9,0.85,3,False,False,False
26032018T194504,63657690304942,5,4,target7,9,0.85,3,False,False,False
26032018T194505,63657690305597,5,5,target0,9,0.85,3,False,False,False
26032018T194506,63657690306615,5,6,target2,9,0.85,3,False,False,False
26032018T194507,63657690307400,5,7,target5,9,0.85,3,False,False,False
26032018T194508,63657690308083,5,8,target6,9,0.85,3,False,False,False
26032018T194508,63657690308099,1,-1,-1,9,0.85,4,False,False,True
26032018T194635,63657690395125,1,0,target0,9,0.85,4,False,False,True
26032018T194645,63657690405596,1,1,target6,9,0.85,4,False,False,True
26032018T194654,63657690414716,1,2,target2,9,0.85,4,False,False,True
26032018T194701,63657690421520,1,3,target4,9,0.85,4,False,False,True
26032018T194708,63657690428939,1,4,target7,9,0.85,4,False,False,True
26032018T194716,63657690436778,1,5,target3,9,0.85,4,False,False,True
26032018T194734,63657690454626,1,6,target1,9,0.85,4,False,False,True
26032018T194742,63657690462836,1,7,target5,9,0.85,4,False,False,True
26032018T194753,63657690473481,1,8,target8,9,0.85,4,False,False,True
26032018T194753,63657690473495,2,-1,-1,9,0.85,4,False,False,True
26032018T194805,63657690485446,2,0,target1,9,0.85,4,False,False,True
26032018T194816,63657690496814,2,1,target5,9,0.85,4,False,False,True
26032018T194837,63657690517513,2,2,target7,9,0.85,4,False,False,True
26032018T194848,63657690528392,2,3,target3,9,0.85,4,False,False,True
26032018T194850,63657690530589,2,4,target4,9,0.85,4,False,False,True
26032018T194857,63657690537795,2,5,target8,9,0.85,4,False,False,True
26032018T194902,63657690542237,2,6,target0,9,0.85,4,False,False,True
26032018T194911,63657690551073,2,7,target2,9,0.85,4,False,False,True
26032018T194911,63657690551883,2,8,target6,9,0.85,4,False,False,True
26032018T194911,63657690551899,3,-1,-1,9,0.85,4,False,False,True
26032018T194924,63657690564948,3,0,target4,9,0.85,4,False,False,True
26032018T194925,63657690565386,3,1,target5,9,0.85,4,False,False,True
26032018T194932,63657690572937,3,2,target2,9,0.85,4,False,False,True
26032018T194938,63657690578563,3,3,target3,9,0.85,4,False,False,True
26032018T194945,63657690585526,3,4,target7,9,0.85,4,False,False,True
26032018T194957,63657690597108,3,5,target0,9,0.85,4,False,False,True
26032018T195004,63657690604536,3,6,target1,9,0.85,4,False,False,True
26032018T195005,63657690605843,3,7,target8,9,0.85,4,False,False,True
26032018T195013,63657690613970,3,8,target6,9,0.85,4,False,False,True
26032018T195013,63657690613984,4,-1,-1,9,0.85,4,False,False,True
26032018T195018,63657690618666,4,0,target7,9,0.85,4,False,False,True
26032018T195025,63657690625948,4,1,target8,9,0.85,4,False,False,True
