Time,Millis,Round,Trial,TargetID,TargetTotal,Radius,Session,LinearUp,AlertTone,Blind
15032018T012762,6.36567E+13,3,0,target5,9,0.85,1,FALSE,TRUE,FALSE
15032018T012763,6.36567E+13,3,1,target3,9,0.85,1,FALSE,TRUE,FALSE
15032018T012764,6.36567E+13,3,2,target1,9,0.85,1,FALSE,TRUE,FALSE
15032018T012765,6.36567E+13,3,3,target0,9,0.85,1,FALSE,TRUE,FALSE
15032018T012766,6.36567E+13,3,4,target8,9,0.85,1,FALSE,TRUE,FALSE
15032018T012767,6.36567E+13,3,5,target7,9,0.85,1,FALSE,TRUE,FALSE
15032018T012768,6.36567E+13,3,6,target4,9,0.85,1,FALSE,TRUE,FALSE
15032018T012769,6.36567E+13,3,7,target6,9,0.85,1,FALSE,TRUE,FALSE
15032018T012770,6.36567E+13,3,8,target2,9,0.85,1,FALSE,TRUE,FALSE
15032018T012771,6.36567E+13,4,-1,-1,9,0.85,1,FALSE,TRUE,FALSE
15032018T012772,6.36567E+13,4,0,target4,9,0.85,1,FALSE,TRUE,FALSE
15032018T012773,6.36567E+13,4,1,target5,9,0.85,1,FALSE,TRUE,FALSE
15032018T012774,6.36567E+13,4,2,target6,9,0.85,1,FALSE,TRUE,FALSE
15032018T012775,6.36567E+13,4,3,target0,9,0.85,1,FALSE,TRUE,FALSE
15032018T012776,6.36567E+13,4,4,target3,9,0.85,1,FALSE,TRUE,FALSE
15032018T012777,6.36567E+13,4,5,target1,9,0.85,1,FALSE,TRUE,FALSE
15032018T012778,6.36567E+13,4,6,target7,9,0.85,1,FALSE,TRUE,FALSE
15032018T012779,6.36567E+13,4,7,target8,9,0.85,1,FALSE,TRUE,FALSE
15032018T012780,6.36567E+13,4,8,target2,9,0.85,1,FALSE,TRUE,FALSE
15032018T012781,6.36567E+13,5,-1,-1,9,0.85,1,FALSE,TRUE,FALSE
15032018T012782,6.36567E+13,5,0,target6,9,0.85,1,FALSE,TRUE,FALSE
15032018T012783,6.36567E+13,5,1,target7,9,0.85,1,FALSE,TRUE,FALSE
15032018T012784,6.36567E+13,5,2,target1,9,0.85,1,FALSE,TRUE,FALSE
15032018T012785,6.36567E+13,5,3,target4,9,0.85,1,FALSE,TRUE,FALSE
15032018T012786,6.36567E+13,5,4,target8,9,0.85,1,FALSE,TRUE,FALSE
15032018T012787,6.36567E+13,5,5,target2,9,0.85,1,FALSE,TRUE,FALSE
15032018T012788,6.36567E+13,5,6,target5,9,0.85,1,FALSE,TRUE,FALSE
15032018T012789,6.36567E+13,5,7,target0,9,0.85,1,FALSE,TRUE,FALSE
15032018T012790,6.36567E+13,5,8,target3,9,0.85,1,FALSE,TRUE,FALSE
15032018T012791,6.36567E+13,1,-1,-1,9,0.85,2,FALSE,FALSE,FALSE
15032018T012792,6.36567E+13,1,0,target1,9,0.85,2,FALSE,FALSE,FALSE
15032018T012793,6.36567E+13,1,1,target6,9,0.85,2,FALSE,FALSE,FALSE
15032018T012794,6.36567E+13,1,2,target5,9,0.85,2,FALSE,FALSE,FALSE
15032018T012795,6.36567E+13,1,3,target4,9,0.85,2,FALSE,FALSE,FALSE
15032018T012796,6.36567E+13,1,4,target8,9,0.85,2,FALSE,FALSE,FALSE
15032018T012797,6.36567E+13,1,5,target3,9,0.85,2,FALSE,FALSE,FALSE
15032018T012798,6.36567E+13,1,6,target0,9,0.85,2,FALSE,FALSE,FALSE
15032018T012799,6.36567E+13,1,7,target7,9,0.85,2,FALSE,FALSE,FALSE
15032018T012800,6.36567E+13,1,8,target2,9,0.85,2,FALSE,FALSE,FALSE
15032018T012801,6.36567E+13,2,-1,-1,9,0.85,2,FALSE,FALSE,FALSE
15032018T012802,6.36567E+13,2,0,target4,9,0.85,2,FALSE,FALSE,FALSE
15032018T012803,6.36567E+13,2,1,target7,9,0.85,2,FALSE,FALSE,FALSE
15032018T012804,6.36567E+13,2,2,target0,9,0.85,2,FALSE,FALSE,FALSE
15032018T012805,6.36567E+13,2,3,target5,9,0.85,2,FALSE,FALSE,FALSE
15032018T012806,6.36567E+13,2,4,target6,9,0.85,2,FALSE,FALSE,FALSE
15032018T012807,6.36567E+13,2,5,target2,9,0.85,2,FALSE,FALSE,FALSE
15032018T012808,6.36567E+13,2,6,target3,9,0.85,2,FALSE,FALSE,FALSE
15032018T012809,6.36567E+13,2,7,target1,9,0.85,2,FALSE,FALSE,FALSE
15032018T012810,6.36567E+13,2,8,target8,9,0.85,2,FALSE,FALSE,FALSE
15032018T012811,6.36567E+13,3,-1,-1,9,0.85,2,FALSE,FALSE,FALSE
15032018T012812,6.36567E+13,3,0,target4,9,0.85,2,FALSE,FALSE,FALSE
15032018T012813,6.36567E+13,3,1,target5,9,0.85,2,FALSE,FALSE,FALSE
15032018T012814,6.36567E+13,3,2,target7,9,0.85,2,FALSE,FALSE,FALSE
15032018T012815,6.36567E+13,3,3,target2,9,0.85,2,FALSE,FALSE,FALSE
15032018T012816,6.36567E+13,3,4,target0,9,0.85,2,FALSE,FALSE,FALSE
15032018T012817,6.36567E+13,3,5,target8,9,0.85,2,FALSE,FALSE,FALSE
15032018T012818,6.36567E+13,3,6,target3,9,0.85,2,FALSE,FALSE,FALSE
15032018T012819,6.36567E+13,3,7,target6,9,0.85,2,FALSE,FALSE,FALSE
15032018T012820,6.36567E+13,3,8,target1,9,0.85,2,FALSE,FALSE,FALSE
15032018T012821,6.36567E+13,4,-1,-1,9,0.85,2,FALSE,FALSE,FALSE
15032018T012822,6.36567E+13,4,0,target1,9,0.85,2,FALSE,FALSE,FALSE
15032018T012823,6.36567E+13,4,1,target3,9,0.85,2,FALSE,FALSE,FALSE
15032018T012824,6.36567E+13,4,2,target4,9,0.85,2,FALSE,FALSE,FALSE
15032018T012825,6.36567E+13,4,3,target8,9,0.85,2,FALSE,FALSE,FALSE
15032018T012826,6.36567E+13,4,4,target2,9,0.85,2,FALSE,FALSE,FALSE
15032018T012827,6.36567E+13,4,5,target7,9,0.85,2,FALSE,FALSE,FALSE
15032018T012828,6.36567E+13,4,6,target0,9,0.85,2,FALSE,FALSE,FALSE
15032018T012829,6.36567E+13,4,7,target5,9,0.85,2,FALSE,FALSE,FALSE
15032018T012830,6.36567E+13,4,8,target6,9,0.85,2,FALSE,FALSE,FALSE
15032018T012831,6.36567E+13,5,-1,-1,9,0.85,2,FALSE,FALSE,FALSE
15032018T012832,6.36567E+13,5,0,target2,9,0.85,2,FALSE,FALSE,FALSE
15032018T012833,6.36567E+13,5,1,target3,9,0.85,2,FALSE,FALSE,FALSE
15032018T012834,6.36567E+13,5,2,target5,9,0.85,2,FALSE,FALSE,FALSE
15032018T012835,6.36567E+13,5,3,target1,9,0.85,2,FALSE,FALSE,FALSE
15032018T012836,6.36567E+13,5,4,target0,9,0.85,2,FALSE,FALSE,FALSE
15032018T012837,6.36567E+13,5,5,target8,9,0.85,2,FALSE,FALSE,FALSE
15032018T012838,6.36567E+13,5,6,target4,9,0.85,2,FALSE,FALSE,FALSE
15032018T012839,6.36567E+13,5,7,target6,9,0.85,2,FALSE,FALSE,FALSE
15032018T012840,6.36567E+13,5,8,target7,9,0.85,2,FALSE,FALSE,FALSE
