Time,Millis,Round,Trial,TargetID,TargetTotal,Radius,Session,LinearUp,AlertTone,Blind
14032018T021700,63656590620225,4,6,target7,9,0.85,4,False,True,True
14032018T021718,63656590638807,4,7,target3,9,0.85,4,False,True,True
14032018T021733,63656590653410,4,8,target6,9,0.85,4,False,True,True
14032018T021733,63656590653427,5,-1,-1,9,0.85,4,False,True,True
14032018T021743,63656590663140,5,0,target0,9,0.85,4,False,True,True
14032018T021842,63656590722769,5,1,target1,9,0.85,4,False,True,True
14032018T021922,63656590762562,5,2,target4,9,0.85,4,False,True,True
14032018T021936,63656590776002,5,3,target5,9,0.85,4,False,True,True
14032018T022007,63656590807030,5,4,target8,9,0.85,4,False,True,True
14032018T022023,63656590823911,5,5,target2,9,0.85,4,False,True,True
14032018T022042,63656590842206,5,6,target6,9,0.85,4,False,True,True
14032018T022054,63656590854075,5,7,target3,9,0.85,4,False,True,True
14032018T022119,63656590879325,5,8,target7,9,0.85,4,False,True,True
